Season,Date,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeCorners,AwayCorners,HomeFouls,AwayFouls,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,HomeOdds,DrawOdds,AwayOdds
1718,06/01/18,Ath Madrid,Getafe,2,0,H,1,0,H,9,10,5,5,5,0,11,16,7,3,1,0,1.39,4.2,10.0
1718,06/01/18,Las Palmas,Eibar,1,2,A,1,0,H,4,14,2,5,4,3,13,17,3,3,0,0,2.54,3.39,2.75
1718,06/01/18,Sevilla,Betis,3,5,A,2,2,D,14,9,3,5,12,0,16,18,3,6,0,0,1.5,4.33,6.5
1718,06/01/18,Valencia,Girona,2,1,H,1,1,D,17,11,7,5,9,7,16,14,5,5,0,0,1.61,4.0,5.5
1718,07/01/18,Ath Bilbao,Alaves,2,0,H,1,0,H,14,8,8,1,4,1,23,20,2,4,0,0,1.66,3.5,6.0
1718,07/01/18,Barcelona,Levante,3,0,H,2,0,H,16,9,8,2,3,6,10,22,0,4,0,0,1.05,15.0,34.0
1718,07/01/18,Celta,Real Madrid,2,2,D,1,2,A,10,19,5,8,3,7,10,15,2,2,0,0,6.5,4.33,1.5
1718,07/01/18,Leganes,Sociedad,1,0,H,0,0,D,8,9,4,5,5,6,14,11,0,1,0,0,2.89,3.25,2.5
1718,07/01/18,Villarreal,La Coruna,1,1,D,1,0,H,11,13,5,3,7,5,19,12,4,3,0,0,1.57,4.0,6.0
1718,08/01/18,Malaga,Espanol,0,1,A,0,1,A,17,6,2,3,6,5,18,11,2,3,0,0,2.54,3.0,3.1
1718,12/01/18,Getafe,Malaga,1,0,H,0,0,D,7,9,3,2,5,2,19,16,3,1,0,0,1.8,3.39,5.0
1718,13/01/18,Eibar,Ath Madrid,0,1,A,0,1,A,11,7,4,3,9,1,12,9,2,1,0,0,4.0,3.2,2.04
1718,13/01/18,Girona,Las Palmas,6,0,H,1,0,H,15,3,8,1,5,2,25,20,2,5,0,0,1.72,3.79,4.75
1718,13/01/18,La Coruna,Valencia,1,2,A,0,1,A,12,12,2,5,8,10,13,8,2,1,0,0,3.0,3.39,2.37
1718,13/01/18,Real Madrid,Villarreal,0,1,A,0,0,D,28,10,7,4,11,0,11,12,2,1,0,0,1.25,6.5,10.0
1718,14/01/18,Alaves,Sevilla,1,0,H,0,0,D,12,14,3,1,5,4,18,12,5,2,1,0,3.25,3.25,2.29
1718,14/01/18,Espanol,Ath Bilbao,1,1,D,1,1,D,11,8,3,3,4,2,14,16,2,4,0,0,2.54,3.0,3.0
1718,14/01/18,Levante,Celta,0,1,A,0,1,A,15,3,5,2,6,2,19,7,4,3,0,0,3.0,3.25,2.45
1718,14/01/18,Sociedad,Barcelona,2,4,A,2,1,H,15,11,6,5,7,3,15,13,2,2,0,0,6.5,5.0,1.44
1718,15/01/18,Betis,Leganes,3,2,H,2,1,H,16,10,9,6,1,1,12,15,2,3,0,0,2.25,3.1,3.5
1718,19/01/18,Getafe,Ath Bilbao,2,2,D,1,1,D,17,7,6,6,6,2,17,12,5,1,0,0,2.7,3.1,2.79
1718,20/01/18,Ath Madrid,Girona,1,1,D,1,0,H,9,6,4,3,2,1,13,15,4,3,0,0,1.36,4.75,9.5
1718,20/01/18,Espanol,Sevilla,0,3,A,0,2,A,9,12,0,7,8,2,18,14,4,2,0,0,2.75,3.2,2.7
1718,20/01/18,Las Palmas,Valencia,2,1,H,1,1,D,20,14,6,8,3,6,18,16,2,9,0,2,4.5,4.0,1.72
1718,20/01/18,Villarreal,Levante,2,1,H,1,0,H,18,16,6,4,6,4,14,16,2,2,0,0,1.44,4.5,7.5
1718,21/01/18,Alaves,Leganes,2,2,D,0,0,D,14,8,6,4,4,6,13,14,3,3,1,0,2.14,3.1,3.75
1718,21/01/18,Betis,Barcelona,0,5,A,0,0,D,7,14,2,10,4,2,12,9,2,2,0,0,10.0,6.0,1.28
1718,21/01/18,Real Madrid,La Coruna,7,1,H,2,1,H,24,5,13,2,6,1,7,11,0,2,0,0,1.14,9.0,15.0
1718,21/01/18,Sociedad,Celta,1,2,A,1,1,D,16,10,2,3,8,3,10,7,1,2,0,0,1.85,3.89,4.0
1718,22/01/18,Eibar,Malaga,1,1,D,0,1,A,15,10,4,4,8,3,11,11,1,3,0,1,1.66,3.5,6.0
1718,26/01/18,Ath Bilbao,Eibar,1,1,D,0,0,D,7,14,1,2,3,7,15,14,0,0,0,0,1.9,3.39,4.33
1718,27/01/18,La Coruna,Levante,2,2,D,2,0,H,8,15,2,4,4,7,13,14,7,5,1,0,2.0,3.5,3.79
1718,27/01/18,Malaga,Girona,0,0,D,0,0,D,7,11,1,2,5,4,18,7,2,1,1,0,2.29,3.0,3.39
1718,27/01/18,Valencia,Real Madrid,1,4,A,0,2,A,11,13,4,7,4,4,20,22,2,3,0,0,5.0,4.33,1.61
1718,27/01/18,Villarreal,Sociedad,4,2,H,4,1,H,11,24,7,6,2,9,16,6,1,1,0,0,2.04,3.5,3.5
1718,28/01/18,Ath Madrid,Las Palmas,3,0,H,0,0,D,18,9,7,1,4,1,17,11,1,2,0,0,1.16,7.5,17.0
1718,28/01/18,Barcelona,Alaves,2,1,H,0,1,A,18,7,12,4,8,1,6,18,0,2,0,0,1.08,11.0,26.0
1718,28/01/18,Leganes,Espanol,3,2,H,1,0,H,11,12,6,4,1,7,20,19,2,4,0,0,2.37,2.79,3.5
1718,28/01/18,Sevilla,Getafe,1,1,D,0,0,D,15,7,1,2,3,4,12,15,3,3,0,0,1.5,4.33,6.5
1718,29/01/18,Celta,Betis,3,2,H,1,0,H,13,7,5,3,7,2,13,8,1,5,0,0,1.75,3.75,4.75
1718,02/02/18,Sociedad,La Coruna,5,0,H,1,0,H,19,4,8,1,9,5,11,11,0,1,0,0,1.44,4.75,6.5
1718,03/02/18,Alaves,Celta,2,1,H,2,0,H,9,16,3,4,2,1,13,11,3,2,0,0,2.62,3.2,2.79
1718,03/02/18,Betis,Villarreal,2,1,H,1,0,H,13,12,4,3,2,6,11,12,1,2,0,1,2.79,3.39,2.5
1718,03/02/18,Eibar,Sevilla,5,1,H,3,1,H,17,11,7,3,5,3,11,20,0,3,0,0,2.6,3.29,2.75
1718,03/02/18,Levante,Real Madrid,2,2,D,1,1,D,12,23,4,9,4,6,14,7,3,3,0,0,13.0,7.0,1.19
1718,04/02/18,Ath Madrid,Valencia,1,0,H,0,0,D,14,9,4,0,9,1,18,4,1,1,0,0,1.44,4.33,7.5
1718,04/02/18,Espanol,Barcelona,1,1,D,0,0,D,7,12,2,2,0,7,15,12,5,3,0,0,9.5,5.25,1.33
1718,04/02/18,Getafe,Leganes,0,0,D,0,0,D,11,2,1,1,5,2,17,20,2,6,0,0,1.9,3.2,4.5
1718,04/02/18,Girona,Ath Bilbao,2,0,H,1,0,H,8,9,3,0,2,4,13,14,1,1,0,0,2.39,3.29,3.0
1718,05/02/18,Las Palmas,Malaga,1,0,H,0,0,D,11,9,4,3,4,2,11,17,2,3,0,0,2.25,3.39,3.2
1718,09/02/18,Ath Bilbao,Las Palmas,0,0,D,0,0,D,11,8,5,2,5,2,20,29,4,4,0,0,1.44,4.5,7.5
1718,10/02/18,Leganes,Eibar,0,1,A,0,0,D,2,19,0,6,1,10,14,6,4,2,1,0,2.87,3.1,2.62
1718,10/02/18,Malaga,Ath Madrid,0,1,A,0,1,A,13,5,3,1,3,3,22,19,3,2,0,0,7.5,3.6,1.57
1718,10/02/18,Real Madrid,Sociedad,5,2,H,4,0,H,18,8,9,3,5,3,11,10,2,1,0,0,1.19,7.0,13.0
1718,10/02/18,Villarreal,Alaves,1,2,A,0,1,A,27,5,6,4,13,2,15,15,4,4,0,0,1.66,4.0,5.0
1718,11/02/18,Barcelona,Getafe,0,0,D,0,0,D,12,10,6,1,9,3,7,13,2,3,0,0,1.12,9.0,19.0
1718,11/02/18,Celta,Espanol,2,2,D,1,1,D,18,3,7,2,9,1,9,16,3,4,0,0,1.9,3.6,4.0
1718,11/02/18,Sevilla,Girona,1,0,H,0,0,D,13,14,4,6,7,2,13,19,2,2,0,0,1.72,3.79,4.75
1718,11/02/18,Valencia,Levante,3,1,H,1,1,D,18,5,8,1,7,9,10,19,3,4,0,0,1.5,4.33,6.5
1718,12/02/18,La Coruna,Betis,0,1,A,0,0,D,16,10,2,4,8,1,19,7,2,0,0,0,2.2,3.6,3.1
1718,16/02/18,Girona,Leganes,3,0,H,2,0,H,10,10,5,5,4,4,12,10,3,5,0,0,1.85,3.25,5.0
1718,17/02/18,Alaves,La Coruna,1,0,H,0,0,D,14,5,3,0,9,3,17,14,2,3,0,0,1.9,3.39,4.33
1718,17/02/18,Eibar,Barcelona,0,2,A,0,1,A,13,10,3,6,6,0,13,6,3,1,1,0,6.5,4.75,1.44
1718,17/02/18,Las Palmas,Sevilla,1,2,A,0,1,A,11,12,3,6,7,5,15,18,2,5,0,0,3.5,3.6,2.04
1718,17/02/18,Malaga,Valencia,1,2,A,1,0,H,9,10,3,3,7,2,19,18,2,4,1,0,3.6,3.5,2.04
1718,18/02/18,Ath Madrid,Ath Bilbao,2,0,H,0,0,D,14,4,4,0,5,2,6,12,3,2,0,0,1.44,4.2,8.5
1718,18/02/18,Betis,Real Madrid,3,5,A,2,1,H,20,12,5,9,7,5,7,15,3,5,0,0,9.0,6.0,1.3
1718,18/02/18,Espanol,Villarreal,1,1,D,0,1,A,15,8,3,3,2,5,7,19,1,7,0,0,2.5,3.25,2.89
1718,18/02/18,Sociedad,Levante,3,0,H,2,0,H,13,9,3,1,2,4,12,13,0,2,0,0,1.57,4.2,5.75
1718,19/02/18,Getafe,Celta,3,0,H,1,0,H,9,4,5,1,5,5,21,15,4,3,0,0,2.5,3.29,2.87
1718,21/02/18,Leganes,Real Madrid,1,3,A,1,2,A,7,13,3,7,6,5,18,7,3,1,0,0,11.0,6.0,1.25
1718,23/02/18,La Coruna,Espanol,0,0,D,0,0,D,17,9,4,1,4,2,9,10,5,1,0,0,2.54,3.2,2.87
1718,24/02/18,Barcelona,Girona,6,1,H,4,1,H,21,10,14,4,5,3,11,11,1,1,0,0,1.14,8.0,19.0
1718,24/02/18,Celta,Eibar,2,0,H,0,0,D,8,15,3,2,3,9,11,16,2,3,0,0,2.0,3.5,3.7
1718,24/02/18,Leganes,Las Palmas,0,0,D,0,0,D,11,4,2,1,6,5,22,17,4,5,0,0,1.8,3.5,4.75
1718,24/02/18,Real Madrid,Alaves,4,0,H,1,0,H,25,11,10,5,9,5,9,14,1,2,0,0,1.14,8.5,17.0
1718,25/02/18,Ath Bilbao,Malaga,2,1,H,2,1,H,8,8,6,4,6,4,12,18,3,3,0,1,1.75,3.5,5.25
1718,25/02/18,Sevilla,Ath Madrid,2,5,A,0,2,A,10,13,5,8,5,4,10,24,3,3,0,0,3.39,3.2,2.25
1718,25/02/18,Valencia,Sociedad,2,1,H,1,0,H,7,9,4,3,4,4,12,9,2,3,0,0,1.7,4.0,4.75
1718,25/02/18,Villarreal,Getafe,1,0,H,1,0,H,10,3,4,2,2,8,14,21,5,3,0,0,1.75,3.75,4.75
1718,26/02/18,Levante,Betis,0,2,A,0,0,D,12,15,2,6,5,5,17,8,5,2,0,0,2.5,3.29,2.87
1718,27/02/18,Espanol,Real Madrid,1,0,H,0,0,D,16,12,7,5,3,8,15,10,1,1,0,0,6.0,4.33,1.53
1718,27/02/18,Girona,Celta,1,0,H,1,0,H,11,10,2,2,6,4,9,10,3,2,0,0,2.29,3.5,3.0
1718,28/02/18,Ath Bilbao,Valencia,1,1,D,0,1,A,11,6,4,4,6,1,16,16,1,2,0,0,2.62,3.2,2.79
1718,28/02/18,Ath Madrid,Leganes,4,0,H,2,0,H,15,9,8,3,5,1,10,10,1,3,0,0,1.25,5.25,15.0
1718,28/02/18,Eibar,Villarreal,1,0,H,1,0,H,13,11,1,3,6,4,18,8,4,2,0,0,2.2,3.2,3.6
1718,28/02/18,Getafe,La Coruna,3,0,H,2,0,H,14,9,5,1,10,6,6,9,2,4,0,0,1.9,3.39,4.33
1718,28/02/18,Malaga,Sevilla,0,1,A,0,1,A,8,6,0,4,9,4,19,14,2,2,0,0,3.5,3.2,2.14
1718,01/03/18,Alaves,Levante,1,0,H,0,0,D,15,6,5,1,5,3,14,17,4,4,1,1,1.8,3.39,5.0
1718,01/03/18,Betis,Sociedad,0,0,D,0,0,D,8,13,4,5,4,10,11,7,2,0,0,0,2.79,3.39,2.39
1718,01/03/18,Las Palmas,Barcelona,1,1,D,0,1,A,12,10,1,4,6,6,18,13,6,3,0,0,15.0,7.5,1.18
1718,03/03/18,La Coruna,Eibar,1,1,D,1,1,D,7,16,2,3,2,9,6,8,1,2,1,0,2.79,3.1,2.7
1718,03/03/18,Leganes,Malaga,2,0,H,0,0,D,10,4,3,1,6,1,11,14,1,1,0,0,2.14,2.89,4.0
1718,03/03/18,Real Madrid,Getafe,3,1,H,2,0,H,14,4,6,4,8,0,13,18,1,3,0,1,1.19,7.5,13.0
1718,03/03/18,Sevilla,Ath Bilbao,2,0,H,2,0,H,18,10,8,3,8,4,14,13,2,3,0,0,1.7,3.75,5.25
1718,03/03/18,Villarreal,Girona,0,2,A,0,1,A,14,4,5,3,7,2,14,18,4,1,0,0,1.8,3.39,4.75
1718,04/03/18,Barcelona,Ath Madrid,1,0,H,1,0,H,16,6,5,1,12,1,16,20,2,2,0,0,1.72,3.79,4.75
1718,04/03/18,Levante,Espanol,1,1,D,0,0,D,13,15,4,3,2,1,14,13,0,3,0,0,3.1,3.1,2.45
1718,04/03/18,Sociedad,Alaves,2,1,H,2,1,H,14,3,5,1,8,4,10,13,0,1,0,0,1.64,4.0,5.25
1718,04/03/18,Valencia,Betis,2,0,H,1,0,H,12,9,6,4,7,0,14,11,1,4,0,0,1.44,4.75,6.5
1718,05/03/18,Celta,Las Palmas,2,1,H,0,0,D,14,10,6,3,10,7,13,15,1,2,0,0,1.44,4.33,7.0
1718,09/03/18,Girona,La Coruna,2,0,H,1,0,H,9,8,6,4,2,2,17,16,1,4,0,0,1.55,4.2,5.5
1718,10/03/18,Eibar,Real Madrid,1,2,A,0,1,A,12,12,3,6,8,6,12,7,1,1,0,0,5.75,4.75,1.5
1718,10/03/18,Getafe,Levante,0,1,A,0,0,D,11,12,4,4,4,7,14,16,5,7,0,1,1.75,3.5,5.25
1718,10/03/18,Malaga,Barcelona,0,2,A,0,2,A,6,20,2,9,2,5,15,9,1,1,1,0,13.0,6.0,1.25
1718,10/03/18,Sevilla,Valencia,0,2,A,0,1,A,21,10,5,5,7,3,15,15,4,2,0,0,2.0,3.5,3.79
1718,11/03/18,Ath Bilbao,Leganes,2,0,H,2,0,H,13,12,5,1,3,6,12,14,2,5,0,0,1.9,3.29,4.5
1718,11/03/18,Ath Madrid,Celta,3,0,H,1,0,H,7,8,3,2,6,4,14,10,1,2,0,0,1.39,4.75,8.0
1718,11/03/18,Espanol,Sociedad,2,1,H,0,1,A,18,11,7,5,6,4,18,14,0,2,0,0,2.87,3.1,2.62
1718,11/03/18,Las Palmas,Villarreal,0,2,A,0,0,D,9,11,3,4,7,3,15,17,1,1,1,0,3.5,3.5,2.1
1718,12/03/18,Alaves,Betis,1,3,A,0,2,A,9,10,1,4,6,2,18,17,2,3,0,0,2.14,3.29,3.6
1718,16/03/18,Levante,Eibar,2,1,H,1,0,H,6,13,3,4,4,5,11,11,4,3,0,0,3.2,3.2,2.37
1718,17/03/18,Betis,Espanol,3,0,H,1,0,H,9,4,4,1,3,5,15,11,1,3,0,0,2.2,3.39,3.29
1718,17/03/18,La Coruna,Las Palmas,1,1,D,1,1,D,13,8,3,1,9,2,24,12,3,3,0,0,1.72,3.75,5.0
1718,17/03/18,Sociedad,Getafe,1,2,A,1,1,D,8,9,2,5,7,1,13,21,3,7,0,0,1.72,3.6,5.25
1718,17/03/18,Valencia,Alaves,3,1,H,2,0,H,24,16,10,4,9,2,8,14,1,1,0,0,1.44,4.5,7.5
1718,18/03/18,Barcelona,Ath Bilbao,2,0,H,2,0,H,18,10,9,3,6,5,7,14,2,2,0,0,1.16,8.0,15.0
1718,18/03/18,Celta,Malaga,0,0,D,0,0,D,9,5,3,0,4,5,16,24,3,2,0,0,1.44,4.5,7.0
1718,18/03/18,Leganes,Sevilla,2,1,H,1,0,H,12,10,6,4,5,4,13,11,2,4,0,1,3.7,3.29,2.1
1718,18/03/18,Real Madrid,Girona,6,3,H,1,1,D,20,10,14,6,6,7,13,13,1,2,0,0,1.16,7.5,17.0
1718,18/03/18,Villarreal,Ath Madrid,2,1,H,0,1,A,17,8,5,2,5,4,13,16,5,3,0,1,4.2,3.1,2.04
1718,31/03/18,Ath Bilbao,Celta,1,1,D,0,0,D,11,13,2,3,4,5,10,10,3,1,0,0,2.04,3.29,3.6
1718,31/03/18,Girona,Levante,1,1,D,0,0,D,12,15,5,6,5,7,13,12,1,3,0,0,1.57,3.79,6.0
1718,31/03/18,Las Palmas,Real Madrid,0,3,A,0,2,A,17,17,3,7,3,3,11,17,3,0,0,0,10.0,6.0,1.25
1718,31/03/18,Sevilla,Barcelona,2,2,D,1,0,H,21,20,6,9,5,9,11,7,2,0,0,0,4.75,4.0,1.66
1718,01/04/18,Ath Madrid,La Coruna,1,0,H,1,0,H,15,10,3,2,9,7,14,15,2,3,0,0,1.22,5.75,13.0
1718,01/04/18,Eibar,Sociedad,0,0,D,0,0,D,15,7,3,0,8,1,14,10,4,2,0,0,2.37,3.39,2.87
1718,01/04/18,Espanol,Alaves,0,0,D,0,0,D,12,13,3,4,6,5,18,12,3,2,0,0,2.04,3.2,3.75
1718,01/04/18,Leganes,Valencia,0,1,A,0,0,D,8,3,1,1,5,2,14,17,3,4,0,0,3.75,3.39,2.0
1718,01/04/18,Malaga,Villarreal,1,0,H,1,0,H,13,11,3,1,3,6,17,13,2,3,0,0,3.5,3.2,2.14
1718,02/04/18,Getafe,Betis,0,1,A,0,0,D,8,7,4,4,4,0,21,9,4,2,0,0,1.95,3.5,3.75
1718,06/04/18,La Coruna,Malaga,3,2,H,1,1,D,14,11,6,4,7,6,16,14,4,3,0,0,2.04,3.29,3.79
1718,07/04/18,Alaves,Getafe,2,0,H,0,0,D,11,5,2,1,1,3,17,22,2,3,0,0,2.45,3.0,3.2
1718,07/04/18,Barcelona,Leganes,3,1,H,2,0,H,12,11,6,1,5,3,14,12,2,4,0,0,1.12,9.0,21.0
1718,07/04/18,Betis,Eibar,2,0,H,1,0,H,13,5,4,2,7,8,10,11,2,2,0,0,2.25,3.39,3.25
1718,07/04/18,Celta,Sevilla,4,0,H,1,0,H,12,16,6,6,3,10,8,12,1,2,0,0,2.2,3.39,3.29
1718,08/04/18,Levante,Las Palmas,2,1,H,1,0,H,11,17,4,5,4,5,19,10,6,3,2,0,1.9,3.6,4.0
1718,08/04/18,Real Madrid,Ath Madrid,1,1,D,0,0,D,30,9,8,5,11,2,12,17,2,3,0,0,1.75,3.75,4.75
1718,08/04/18,Sociedad,Girona,5,0,H,2,0,H,13,8,7,1,4,5,8,20,2,2,0,0,1.9,3.6,4.0
1718,08/04/18,Valencia,Espanol,1,0,H,1,0,H,14,21,6,6,4,3,17,10,3,2,0,0,1.5,4.33,6.5
1718,09/04/18,Villarreal,Ath Bilbao,1,3,A,0,1,A,7,17,2,13,3,6,17,11,5,5,1,0,1.85,3.5,4.5
1718,13/04/18,Girona,Betis,0,1,A,0,1,A,9,10,4,2,6,4,23,18,7,5,0,0,2.29,3.39,3.1
1718,14/04/18,Ath Bilbao,La Coruna,2,3,A,0,2,A,13,5,4,3,11,6,5,9,2,1,0,0,1.66,3.75,5.5
1718,14/04/18,Barcelona,Valencia,2,1,H,1,0,H,12,17,7,6,6,5,9,11,2,2,0,0,1.28,6.0,9.5
1718,14/04/18,Las Palmas,Sociedad,0,1,A,0,1,A,7,20,0,11,4,6,6,16,0,0,0,0,3.79,3.6,1.95
1718,14/04/18,Leganes,Celta,1,0,H,0,0,D,19,5,7,2,8,3,22,17,3,3,0,0,3.1,3.2,2.39
1718,14/04/18,Sevilla,Villarreal,2,2,D,0,1,A,18,7,4,4,10,2,11,23,5,3,1,1,1.8,3.75,4.5
1718,15/04/18,Ath Madrid,Levante,3,0,H,1,0,H,13,11,5,3,8,3,9,13,2,1,0,0,1.22,6.0,15.0
1718,15/04/18,Eibar,Alaves,0,1,A,0,1,A,21,2,4,1,12,1,11,18,2,1,0,0,1.83,3.39,4.75
1718,15/04/18,Getafe,Espanol,1,0,H,0,0,D,13,5,4,0,4,3,19,13,6,2,1,0,2.14,3.1,3.75
1718,15/04/18,Malaga,Real Madrid,1,2,A,0,1,A,13,16,3,6,4,7,12,9,4,0,0,0,10.0,5.5,1.28
1718,17/04/18,Celta,Barcelona,2,2,D,1,1,D,18,14,8,6,6,4,9,7,3,0,0,1,4.75,4.33,1.64
1718,17/04/18,La Coruna,Sevilla,0,0,D,0,0,D,22,24,6,7,7,9,8,8,0,2,0,0,2.5,3.5,2.75
1718,17/04/18,Villarreal,Leganes,2,1,H,1,0,H,17,6,6,1,10,4,14,14,1,1,0,0,1.6,3.79,6.5
1718,18/04/18,Espanol,Eibar,0,1,A,0,1,A,10,5,4,1,3,6,17,17,3,2,0,0,2.29,3.1,3.39
1718,18/04/18,Real Madrid,Ath Bilbao,1,1,D,0,1,A,29,6,10,2,16,2,6,19,2,4,0,0,1.19,7.0,12.0
1718,18/04/18,Valencia,Getafe,1,2,A,0,1,A,10,8,3,3,7,5,10,14,1,7,1,0,1.44,4.0,8.0
1718,19/04/18,Alaves,Girona,1,2,A,0,0,D,11,14,5,5,3,6,15,12,4,4,0,0,2.37,3.1,3.29
1718,19/04/18,Betis,Las Palmas,1,0,H,0,0,D,17,1,8,0,6,3,18,17,3,5,0,1,1.36,5.25,7.5
1718,19/04/18,Levante,Malaga,1,0,H,0,0,D,11,10,2,2,4,3,9,17,1,1,0,0,1.85,3.5,4.5
1718,19/04/18,Sociedad,Ath Madrid,3,0,H,1,0,H,12,9,4,2,6,6,13,13,1,0,0,0,3.29,3.29,2.25
1718,20/04/18,Leganes,La Coruna,0,0,D,0,0,D,13,12,0,3,9,4,12,13,0,2,0,0,2.29,3.25,3.2
1718,21/04/18,Celta,Valencia,1,1,D,0,0,D,10,17,3,7,4,3,14,19,1,2,0,0,2.7,3.39,2.6
1718,21/04/18,Eibar,Getafe,0,1,A,0,1,A,12,7,2,4,8,3,15,16,4,1,0,0,2.04,3.2,4.0
1718,22/04/18,Ath Madrid,Betis,0,0,D,0,0,D,10,10,2,4,8,3,17,14,2,5,0,0,1.61,3.75,6.0
1718,22/04/18,Girona,Espanol,0,2,A,0,1,A,20,5,6,4,10,0,18,18,1,2,0,0,2.14,3.25,3.6
1718,22/04/18,Las Palmas,Alaves,0,4,A,0,0,D,12,10,1,7,3,3,14,19,2,2,0,0,3.1,3.2,2.39
1718,22/04/18,Malaga,Sociedad,2,0,H,2,0,H,4,14,3,2,5,3,16,0,4,1,0,0,5.25,3.6,1.72
1718,23/04/18,Ath Bilbao,Levante,1,3,A,1,2,A,18,11,5,7,2,9,13,14,3,3,0,0,1.66,3.75,5.5
1718,27/04/18,Levante,Sevilla,2,1,H,1,1,D,15,22,5,4,4,8,4,15,1,1,0,0,4.5,3.6,1.75
1718,28/04/18,Espanol,Las Palmas,1,1,D,0,1,A,16,13,7,2,6,7,18,22,2,4,0,0,1.36,4.75,9.5
1718,28/04/18,Real Madrid,Leganes,2,1,H,2,0,H,12,16,5,6,3,2,16,15,0,1,0,1,1.3,5.5,10.0
1718,28/04/18,Sociedad,Ath Bilbao,3,1,H,2,0,H,17,9,4,3,3,7,16,16,3,6,1,0,1.85,3.6,4.33
1718,28/04/18,Villarreal,Celta,4,1,H,3,1,H,13,15,7,4,5,7,14,8,2,0,0,0,1.72,3.75,5.0
1718,29/04/18,Alaves,Ath Madrid,0,1,A,0,0,D,7,14,3,6,3,4,14,12,4,6,0,1,3.29,3.1,2.37
1718,29/04/18,Getafe,Girona,1,1,D,1,1,D,10,15,2,2,4,4,19,21,6,4,1,0,2.1,3.1,4.0
1718,29/04/18,La Coruna,Barcelona,2,4,A,1,2,A,17,21,5,9,6,7,9,9,1,1,0,0,12.0,6.0,1.25
1718,29/04/18,Valencia,Eibar,0,0,D,0,0,D,16,8,5,2,8,2,12,19,2,3,0,0,1.5,4.0,7.5
1718,30/04/18,Betis,Malaga,2,1,H,1,1,D,12,9,3,3,6,4,9,17,1,4,0,0,1.44,4.5,7.5
1718,04/05/18,Sevilla,Sociedad,1,0,H,0,0,D,16,11,6,1,6,4,17,13,4,2,0,0,2.1,3.79,3.1
1718,05/05/18,Ath Bilbao,Betis,2,0,H,0,0,D,14,6,5,3,4,5,13,12,0,2,0,0,2.25,3.29,3.29
1718,05/05/18,Celta,La Coruna,1,1,D,1,0,H,13,11,4,2,4,10,6,11,4,2,0,0,1.61,4.0,5.5
1718,05/05/18,Girona,Eibar,1,4,A,0,2,A,16,15,5,6,6,5,12,13,2,5,0,0,2.1,3.29,3.75
1718,05/05/18,Villarreal,Valencia,1,0,H,0,0,D,13,6,5,2,7,3,18,18,5,3,0,0,2.25,3.39,3.2
1718,06/05/18,Ath Madrid,Espanol,0,2,A,0,0,D,9,14,3,6,6,3,9,13,1,3,0,0,1.39,4.2,10.0
1718,06/05/18,Barcelona,Real Madrid,2,2,D,1,1,D,11,17,4,5,6,5,8,20,3,5,1,0,1.66,4.33,4.5
1718,06/05/18,Las Palmas,Getafe,0,1,A,0,0,D,21,8,4,1,9,4,8,28,0,2,0,0,4.0,3.29,2.0
1718,06/05/18,Malaga,Alaves,0,3,A,0,1,A,16,13,4,7,6,7,15,13,2,1,0,0,2.39,3.2,3.1
1718,07/05/18,Leganes,Levante,0,3,A,0,0,D,13,10,2,3,6,5,15,11,5,1,1,0,2.1,3.2,3.89
1718,09/05/18,Barcelona,Villarreal,5,1,H,3,0,H,12,20,6,7,4,4,6,15,0,3,0,0,1.28,5.75,10.0
1718,09/05/18,Sevilla,Real Madrid,3,2,H,2,0,H,14,14,6,4,2,3,21,9,3,1,0,0,2.45,3.7,2.62
1718,12/05/18,Alaves,Ath Bilbao,3,1,H,1,0,H,4,13,3,4,0,8,15,13,2,5,0,0,2.5,3.29,2.89
1718,12/05/18,Betis,Sevilla,2,2,D,1,0,H,9,13,5,5,4,5,10,19,1,4,0,0,2.62,3.39,2.7
1718,12/05/18,Eibar,Las Palmas,1,0,H,1,0,H,10,8,5,2,3,11,13,12,3,1,0,0,1.39,4.5,9.0
1718,12/05/18,Getafe,Ath Madrid,0,1,A,0,1,A,11,5,4,3,8,2,13,17,3,2,0,0,2.79,3.1,2.79
1718,12/05/18,Girona,Valencia,0,1,A,0,0,D,16,10,4,4,6,2,16,11,2,3,0,0,2.5,3.39,2.75
1718,12/05/18,La Coruna,Villarreal,2,4,A,0,3,A,16,11,7,7,11,0,14,5,3,0,0,0,3.5,3.6,2.04
1718,12/05/18,Real Madrid,Celta,6,0,H,3,0,H,15,5,10,1,4,2,5,10,0,1,0,0,1.36,5.0,9.0
1718,12/05/18,Sociedad,Leganes,3,2,H,2,1,H,11,9,6,3,5,1,8,12,1,2,0,0,1.44,4.2,8.5
1718,13/05/18,Espanol,Malaga,4,1,H,3,1,H,19,9,7,3,5,3,13,19,0,2,0,0,1.61,3.7,6.25
1718,13/05/18,Levante,Barcelona,5,4,H,2,1,H,12,18,7,7,3,8,18,12,6,6,0,0,10.0,5.25,1.3
1718,19/05/18,Celta,Levante,4,2,H,2,1,H,20,7,9,3,5,3,9,15,1,3,0,1,1.8,4.0,4.1
